ID;Data Campionamento;ORA Campionamento;Valore;Tipo Grandezza
PDM13;03/01/2023;18:30:00;0.0227000007629395;Pressione a valle
PDM14;03/01/2023;18:30:00;0.0360999984741211;Pressione a valle
PDM15;03/01/2023;18:30:00;0.0215;Pressione a valle
PDM16;03/01/2023;18:30:00;0.0215;Pressione a valle
PDM17;03/01/2023;18:30:00;0.0215;Pressione a valle
PDM18;03/01/2023;18:30:00;0.0212999992370605;Pressione a valle
PDM19;03/01/2023;18:30:00;0.0318999996185303;Pressione a valle
PDM20;03/01/2023;18:30:00;0.0357999992370605;Pressione a valle
PDM21;03/01/2023;18:30:00;0.0365;Pressione a valle
PDM22;03/01/2023;18:30:00;0.0372000007629395;Pressione a valle
PDM23;03/01/2023;18:30:00;0.0357999992370605;Pressione a valle
PDM24;03/01/2023;18:30:00;0.0344000015258789;Pressione a valle
PDM25;03/01/2023;18:30:00;0.0347999992370605;Pressione a valle
PDM26;03/01/2023;18:30:00;0.0218999996185303;Pressione a valle
PDM27;03/01/2023;18:30:00;0.0227000007629395;Pressione a valle
PDM1;03/01/2023;18:30:00;282.939993858337;Temperatura Ambiente
PDM2;03/01/2023;18:30:00;282.789994239807;Temperatura Ambiente
PDM3;03/01/2023;18:30:00;283.259993553162;Temperatura Ambiente
PDM4;03/01/2023;18:30:00;283.07999420166;Temperatura Ambiente
PDM5;03/01/2023;18:30:00;283.919994354248;Temperatura Ambiente
PDM6;03/01/2023;18:30:00;283.389993667603;Temperatura Ambiente
PDM7;03/01/2023;18:30:00;283.259993553162;Temperatura Ambiente
PDM8;03/01/2023;18:30:00;283.259993553162;Temperatura Ambiente
PDM9;03/01/2023;18:30:00;284.109993934631;Temperatura Ambiente
PDM10;03/01/2023;18:30:00;283.469993591309;Temperatura Ambiente
PDM11;03/01/2023;18:30:00;283.509993553162;Temperatura Ambiente
PDM12;03/01/2023;18:30:00;283.469993591309;Temperatura Ambiente
PDM13;03/01/2023;18:30:00;283.259993553162;Temperatura Ambiente
PDM14;03/01/2023;18:30:00;283.239994049072;Temperatura Ambiente
PDM15;03/01/2023;18:30:00;283.569993972778;Temperatura Ambiente
PDM16;03/01/2023;18:30:00;283.429993629456;Temperatura Ambiente
PDM17;03/01/2023;18:30:00;288.859993934631;Temperatura Ambiente
PDM18;03/01/2023;18:30:00;285.439993858337;Temperatura Ambiente
PDM19;03/01/2023;18:30:00;288.939993858337;Temperatura Ambiente
PDM20;03/01/2023;18:30:00;287.399993896484;Temperatura Ambiente
PDM21;03/01/2023;18:30:00;281.239994049072;Temperatura Ambiente
PDM22;03/01/2023;18:30:00;287.059993743896;Temperatura Ambiente
PDM23;03/01/2023;18:30:00;285.809993743896;Temperatura Ambiente
PDM24;03/01/2023;18:30:00;282.159994125366;Temperatura Ambiente
PDM25;03/01/2023;18:30:00;286.459994316101;Temperatura Ambiente
PDM26;03/01/2023;18:30:00;286.629993438721;Temperatura Ambiente
PDM27;03/01/2023;18:30:00;285.699994087219;Temperatura Ambiente
PDM1;03/01/2023;18:45:00;0.0211000003814697;Pressione a valle
PDM2;03/01/2023;18:45:00;0.0228500003814697;Pressione a valle
PDM3;03/01/2023;18:45:00;0.0226499996185303;Pressione a valle
PDM4;03/01/2023;18:45:00;0.023;Pressione a valle
PDM5;03/01/2023;18:45:00;0.0217999992370605;Pressione a valle
PDM6;03/01/2023;18:45:00;0.0218500003814697;Pressione a valle
PDM7;03/01/2023;18:45:00;0.0203500003814697;Pressione a valle
PDM8;03/01/2023;18:45:00;0.0215;Pressione a valle
PDM9;03/01/2023;18:45:00;0.0215;Pressione a valle
PDM10;03/01/2023;18:45:00;0.0215499992370605;Pressione a valle
PDM11;03/01/2023;18:45:00;0.0203500003814697;Pressione a valle
PDM12;03/01/2023;18:45:00;0.02225;Pressione a valle
PDM13;03/01/2023;18:45:00;0.023;Pressione a valle
PDM14;03/01/2023;18:45:00;0.0360499992370605;Pressione a valle
PDM15;03/01/2023;18:45:00;0.0215;Pressione a valle
PDM16;03/01/2023;18:45:00;0.0213999996185303;Pressione a valle
PDM17;03/01/2023;18:45:00;0.0216000003814697;Pressione a valle
PDM18;03/01/2023;18:45:00;0.0213999996185303;Pressione a valle
PDM19;03/01/2023;18:45:00;0.0322000007629395;Pressione a valle
PDM20;03/01/2023;18:45:00;0.0357999992370605;Pressione a valle
PDM21;03/01/2023;18:45:00;0.0362999992370605;Pressione a valle
PDM22;03/01/2023;18:45:00;0.0372999992370605;Pressione a valle
PDM23;03/01/2023;18:45:00;0.0359000015258789;Pressione a valle
PDM24;03/01/2023;18:45:00;0.0342999992370605;Pressione a valle
PDM25;03/01/2023;18:45:00;0.0345999984741211;Pressione a valle
PDM26;03/01/2023;18:45:00;0.0222000007629395;Pressione a valle
PDM27;03/01/2023;18:45:00;0.0227000007629395;Pressione a valle
PDM1;03/01/2023;18:45:00;282.899993896484;Temperatura Ambiente
PDM2;03/01/2023;18:45:00;282.699994087219;Temperatura Ambiente
PDM3;03/01/2023;18:45:00;283.22999382019;Temperatura Ambiente
PDM4;03/01/2023;18:45:00;283.059993743896;Temperatura Ambiente
PDM5;03/01/2023;18:45:00;283.84999370575;Temperatura Ambiente
PDM6;03/01/2023;18:45:00;283.304993629456;Temperatura Ambiente
PDM7;03/01/2023;18:45:00;283.209994316101;Temperatura Ambiente
PDM8;03/01/2023;18:45:00;283.159994125366;Temperatura Ambiente
PDM9;03/01/2023;18:45:00;284.054993629456;Temperatura Ambiente
PDM10;03/01/2023;18:45:00;283.399993896484;Temperatura Ambiente
PDM11;03/01/2023;18:45:00;283.489994049072;Temperatura Ambiente
PDM12;03/01/2023;18:45:00;283.469993591309;Temperatura Ambiente
PDM13;03/01/2023;18:45:00;283.189993858337;Temperatura Ambiente
PDM14;03/01/2023;18:45:00;283.139993667603;Temperatura Ambiente
PDM15;03/01/2023;18:45:00;283.499994277954;Temperatura Ambiente
PDM16;03/01/2023;18:45:00;283.369994163513;Temperatura Ambiente
PDM17;03/01/2023;18:45:00;288.859993934631;Temperatura Ambiente
PDM18;03/01/2023;18:45:00;285.359993934631;Temperatura Ambiente
PDM19;03/01/2023;18:45:00;288.839993476868;Temperatura Ambiente
PDM20;03/01/2023;18:45:00;287.359993934631;Temperatura Ambiente
PDM21;03/01/2023;18:45:00;281.239994049072;Temperatura Ambiente
PDM22;03/01/2023;18:45:00;287.119994163513;Temperatura Ambiente
PDM23;03/01/2023;18:45:00;285.759993553162;Temperatura Ambiente
PDM24;03/01/2023;18:45:00;282.219993591309;Temperatura Ambiente
PDM25;03/01/2023;18:45:00;286.359993934631;Temperatura Ambiente
PDM26;03/01/2023;18:45:00;286.539994239807;Temperatura Ambiente
PDM27;03/01/2023;18:45:00;285.639993667603;Temperatura Ambiente
PDM1;03/01/2023;19:00:00;0.0211000003814697;Pressione a valle
PDM2;03/01/2023;19:00:00;0.0227999992370605;Pressione a valle
PDM3;03/01/2023;19:00:00;0.0226000003814697;Pressione a valle
PDM4;03/01/2023;19:00:00;0.0228999996185303;Pressione a valle
PDM5;03/01/2023;19:00:00;0.0217999992370605;Pressione a valle
PDM6;03/01/2023;19:00:00;0.0217999992370605;Pressione a valle
PDM7;03/01/2023;19:00:00;0.0203999996185303;Pressione a valle
PDM8;03/01/2023;19:00:00;0.0215;Pressione a valle
PDM9;03/01/2023;19:00:00;0.0216000003814697;Pressione a valle
PDM10;03/01/2023;19:00:00;0.0215;Pressione a valle
PDM11;03/01/2023;19:00:00;0.0202999992370605;Pressione a valle
PDM12;03/01/2023;19:00:00;0.0222999992370605;Pressione a valle
PDM13;03/01/2023;19:00:00;0.0232999992370605;Pressione a valle
PDM14;03/01/2023;19:00:00;0.036;Pressione a valle
PDM15;03/01/2023;19:00:00;0.0215;Pressione a valle
PDM16;03/01/2023;19:00:00;0.0216000003814697;Pressione a valle
PDM17;03/01/2023;19:00:00;0.0213999996185303;Pressione a valle
PDM18;03/01/2023;19:00:00;0.0212999992370605;Pressione a valle
PDM19;03/01/2023;19:00:00;0.032;Pressione a valle
PDM20;03/01/2023;19:00:00;0.0355;Pressione a valle
PDM21;03/01/2023;19:00:00;0.0362999992370605;Pressione a valle
PDM22;03/01/2023;19:00:00;0.0374000015258789;Pressione a valle
PDM23;03/01/2023;19:00:00;0.0367999992370605;Pressione a valle
PDM24;03/01/2023;19:00:00;0.0340999984741211;Pressione a valle
PDM25;03/01/2023;19:00:00;0.035;Pressione a valle
PDM26;03/01/2023;19:00:00;0.0221000003814697;Pressione a valle
PDM27;03/01/2023;19:00:00;0.0227000007629395;Pressione a valle
PDM1;03/01/2023;19:00:00;282.859993934631;Temperatura Ambiente
PDM2;03/01/2023;19:00:00;282.609993934631;Temperatura Ambiente
PDM3;03/01/2023;19:00:00;283.199994087219;Temperatura Ambiente
PDM4;03/01/2023;19:00:00;283.039994239807;Temperatura Ambiente
PDM5;03/01/2023;19:00:00;283.779994010925;Temperatura Ambiente
PDM6;03/01/2023;19:00:00;283.219993591309;Temperatura Ambiente
PDM7;03/01/2023;19:00:00;283.159994125366;Temperatura Ambiente
PDM8;03/01/2023;19:00:00;283.059993743896;Temperatura Ambiente
PDM9;03/01/2023;19:00:00;283.999994277954;Temperatura Ambiente
PDM10;03/01/2023;19:00:00;283.32999420166;Temperatura Ambiente
PDM11;03/01/2023;19:00:00;283.469993591309;Temperatura Ambiente
PDM12;03/01/2023;19:00:00;283.469993591309;Temperatura Ambiente
PDM13;03/01/2023;19:00:00;283.119994163513;Temperatura Ambiente
PDM14;03/01/2023;19:00:00;283.039994239807;Temperatura Ambiente
PDM15;03/01/2023;19:00:00;283.429993629456;Temperatura Ambiente
PDM16;03/01/2023;19:00:00;283.34999370575;Temperatura Ambiente
PDM17;03/01/2023;19:00:00;288.779994010925;Temperatura Ambiente
PDM18;03/01/2023;19:00:00;285.289994239807;Temperatura Ambiente
PDM19;03/01/2023;19:00:00;288.759993553162;Temperatura Ambiente
PDM20;03/01/2023;19:00:00;287.299993515015;Temperatura Ambiente
PDM21;03/01/2023;19:00:00;281.239994049072;Temperatura Ambiente
PDM22;03/01/2023;19:00:00;287.139993667603;Temperatura Ambiente
PDM23;03/01/2023;19:00:00;285.499994277954;Temperatura Ambiente
PDM24;03/01/2023;19:00:00;282.259993553162;Temperatura Ambiente
PDM25;03/01/2023;19:00:00;286.219993591309;Temperatura Ambiente
PDM26;03/01/2023;19:00:00;286.359993934631;Temperatura Ambiente
PDM27;03/01/2023;19:00:00;285.57999420166;Temperatura Ambiente
PDM1;03/01/2023;19:15:00;0.0215;Pressione a valle
PDM2;03/01/2023;19:15:00;0.0227999992370605;Pressione a valle
PDM3;03/01/2023;19:15:00;0.023;Pressione a valle
PDM4;03/01/2023;19:15:00;0.0231499996185303;Pressione a valle
PDM5;03/01/2023;19:15:00;0.02175;Pressione a valle
PDM6;03/01/2023;19:15:00;0.0222000007629395;Pressione a valle
PDM7;03/01/2023;19:15:00;0.0203999996185303;Pressione a valle
PDM8;03/01/2023;19:15:00;0.0215;Pressione a valle
PDM9;03/01/2023;19:15:00;0.0216499996185303;Pressione a valle
PDM10;03/01/2023;19:15:00;0.0216499996185303;Pressione a valle
PDM11;03/01/2023;19:15:00;0.0203999996185303;Pressione a valle
PDM12;03/01/2023;19:15:00;0.0224500007629395;Pressione a valle
PDM13;03/01/2023;19:15:00;0.02275;Pressione a valle
PDM14;03/01/2023;19:15:00;0.0363499984741211;Pressione a valle
PDM15;03/01/2023;19:15:00;0.0216000003814697;Pressione a valle
PDM16;03/01/2023;19:15:00;0.0213999996185303;Pressione a valle
PDM17;03/01/2023;19:15:00;0.0216000003814697;Pressione a valle
PDM18;03/01/2023;19:15:00;0.0215;Pressione a valle
PDM19;03/01/2023;19:15:00;0.0318999996185303;Pressione a valle
PDM20;03/01/2023;19:15:00;0.0357000007629395;Pressione a valle
PDM21;03/01/2023;19:15:00;0.0364000015258789;Pressione a valle
PDM22;03/01/2023;19:15:00;0.0372000007629395;Pressione a valle
PDM23;03/01/2023;19:15:00;0.0369000015258789;Pressione a valle
PDM24;03/01/2023;19:15:00;0.0345999984741211;Pressione a valle
PDM25;03/01/2023;19:15:00;0.0345999984741211;Pressione a valle
PDM26;03/01/2023;19:15:00;0.0222000007629395;Pressione a valle
PDM27;03/01/2023;19:15:00;0.0226000003814697;Pressione a valle
PDM1;03/01/2023;19:15:00;282.524993896484;Temperatura Ambiente
PDM2;03/01/2023;19:15:00;282.434993743896;Temperatura Ambiente
PDM3;03/01/2023;19:15:00;283.119994163513;Temperatura Ambiente
PDM4;03/01/2023;19:15:00;282.939993858337;Temperatura Ambiente
PDM5;03/01/2023;19:15:00;283.619994163513;Temperatura Ambiente
PDM6;03/01/2023;19:15:00;282.999994277954;Temperatura Ambiente
PDM7;03/01/2023;19:15:00;283.029994010925;Temperatura Ambiente
PDM8;03/01/2023;19:15:00;282.874994277954;Temperatura Ambiente
PDM9;03/01/2023;19:15:00;283.879993438721;Temperatura Ambiente
PDM10;03/01/2023;19:15:00;282.95499420166;Temperatura Ambiente
PDM11;03/01/2023;19:15:00;283.214993476868;Temperatura Ambiente
PDM12;03/01/2023;19:15:00;283.334994316101;Temperatura Ambiente
PDM13;03/01/2023;19:15:00;282.904994010925;Temperatura Ambiente
PDM14;03/01/2023;19:15:00;282.844993591309;Temperatura Ambiente
PDM15;03/01/2023;19:15:00;283.07999420166;Temperatura Ambiente
PDM16;03/01/2023;19:15:00;283.239994049072;Temperatura Ambiente
PDM17;03/01/2023;19:15:00;288.709994316101;Temperatura Ambiente
PDM18;03/01/2023;19:15:00;285.109993934631;Temperatura Ambiente
PDM19;03/01/2023;19:15:00;288.589993476868;Temperatura Ambiente
PDM20;03/01/2023;19:15:00;287.179993629456;Temperatura Ambiente
PDM21;03/01/2023;19:15:00;281.179993629456;Temperatura Ambiente
PDM22;03/01/2023;19:15:00;287.039994239807;Temperatura Ambiente
PDM23;03/01/2023;19:15:00;285.459994316101;Temperatura Ambiente
PDM24;03/01/2023;19:15:00;281.82999420166;Temperatura Ambiente
PDM25;03/01/2023;19:15:00;286.189993858337;Temperatura Ambiente
PDM26;03/01/2023;19:15:00;286.189993858337;Temperatura Ambiente
PDM27;03/01/2023;19:15:00;285.459994316101;Temperatura Ambiente
PDM1;03/01/2023;19:30:00;0.0213999996185303;Pressione a valle
PDM2;03/01/2023;19:30:00;0.0227000007629395;Pressione a valle
PDM3;03/01/2023;19:30:00;0.0228999996185303;Pressione a valle
PDM4;03/01/2023;19:30:00;0.023;Pressione a valle
PDM5;03/01/2023;19:30:00;0.0217999992370605;Pressione a valle
PDM6;03/01/2023;19:30:00;0.0221000003814697;Pressione a valle
PDM7;03/01/2023;19:30:00;0.0202999992370605;Pressione a valle
PDM8;03/01/2023;19:30:00;0.0213999996185303;Pressione a valle
PDM9;03/01/2023;19:30:00;0.0216000003814697;Pressione a valle
PDM10;03/01/2023;19:30:00;0.0216000003814697;Pressione a valle
PDM11;03/01/2023;19:30:00;0.0202999992370605;Pressione a valle
PDM12;03/01/2023;19:30:00;0.0223999996185303;Pressione a valle
PDM13;03/01/2023;19:30:00;0.023;Pressione a valle
PDM14;03/01/2023;19:30:00;0.0362999992370605;Pressione a valle
PDM15;03/01/2023;19:30:00;0.0216000003814697;Pressione a valle
PDM16;03/01/2023;19:30:00;0.0217000007629395;Pressione a valle
PDM17;03/01/2023;19:30:00;0.0216000003814697;Pressione a valle
PDM18;03/01/2023;19:30:00;0.0215;Pressione a valle
PDM19;03/01/2023;19:30:00;0.0327999992370605;Pressione a valle
PDM20;03/01/2023;19:30:00;0.0357000007629395;Pressione a valle
PDM21;03/01/2023;19:30:00;0.0364000015258789;Pressione a valle
PDM22;03/01/2023;19:30:00;0.0372000007629395;Pressione a valle
PDM23;03/01/2023;19:30:00;0.037;Pressione a valle
PDM24;03/01/2023;19:30:00;0.0342999992370605;Pressione a valle
PDM25;03/01/2023;19:30:00;0.035;Pressione a valle
PDM26;03/01/2023;19:30:00;0.0222999992370605;Pressione a valle
PDM27;03/01/2023;19:30:00;0.0227000007629395;Pressione a valle
PDM1;03/01/2023;19:30:00;282.649993896484;Temperatura Ambiente
PDM2;03/01/2023;19:30:00;282.509993553162;Temperatura Ambiente
PDM3;03/01/2023;19:30:00;283.139993667603;Temperatura Ambiente
PDM4;03/01/2023;19:30:00;282.97999382019;Temperatura Ambiente
PDM5;03/01/2023;19:30:00;283.669994354248;Temperatura Ambiente
PDM6;03/01/2023;19:30:00;283.119994163513;Temperatura Ambiente
PDM7;03/01/2023;19:30:00;283.09999370575;Temperatura Ambiente
PDM8;03/01/2023;19:30:00;282.999994277954;Temperatura Ambiente
PDM9;03/01/2023;19:30:00;283.919994354248;Temperatura Ambiente
PDM10;03/01/2023;19:30:00;283.07999420166;Temperatura Ambiente
PDM11;03/01/2023;19:30:00;283.309993743896;Temperatura Ambiente
PDM12;03/01/2023;19:30:00;283.409994125366;Temperatura Ambiente
PDM13;03/01/2023;19:30:00;282.999994277954;Temperatura Ambiente
PDM14;03/01/2023;19:30:00;282.919994354248;Temperatura Ambiente
PDM15;03/01/2023;19:30:00;283.199994087219;Temperatura Ambiente
PDM16;03/01/2023;19:30:00;283.119994163513;Temperatura Ambiente
PDM17;03/01/2023;19:30:00;288.629993438721;Temperatura Ambiente
PDM18;03/01/2023;19:30:00;284.899993896484;Temperatura Ambiente
PDM19;03/01/2023;19:30:00;288.449994087219;Temperatura Ambiente
PDM20;03/01/2023;19:30:00;287.029994010925;Temperatura Ambiente
PDM21;03/01/2023;19:30:00;281.049993991852;Temperatura Ambiente
PDM22;03/01/2023;19:30:00;286.82999420166;Temperatura Ambiente
PDM23;03/01/2023;19:30:00;285.399993896484;Temperatura Ambiente
PDM24;03/01/2023;19:30:00;281.969993591309;Temperatura Ambiente
PDM25;03/01/2023;19:30:00;286.149993896484;Temperatura Ambiente
PDM26;03/01/2023;19:30:00;286.049993515015;Temperatura Ambiente
PDM27;03/01/2023;19:30:00;285.34999370575;Temperatura Ambiente
PDM1;03/01/2023;19:45:00;0.0215;Pressione a valle
PDM2;03/01/2023;19:45:00;0.0227999992370605;Pressione a valle
PDM3;03/01/2023;19:45:00;0.023;Pressione a valle
PDM4;03/01/2023;19:45:00;0.0231499996185303;Pressione a valle
PDM5;03/01/2023;19:45:00;0.02175;Pressione a valle
PDM6;03/01/2023;19:45:00;0.0222000007629395;Pressione a valle
PDM7;03/01/2023;19:45:00;0.0203999996185303;Pressione a valle
PDM8;03/01/2023;19:45:00;0.0215;Pressione a valle
PDM9;03/01/2023;19:45:00;0.0216499996185303;Pressione a valle
PDM10;03/01/2023;19:45:00;0.0216499996185303;Pressione a valle
PDM11;03/01/2023;19:45:00;0.0203999996185303;Pressione a valle
PDM12;03/01/2023;19:45:00;0.0224500007629395;Pressione a valle
PDM13;03/01/2023;19:45:00;0.02275;Pressione a valle
PDM14;03/01/2023;19:45:00;0.0363499984741211;Pressione a valle
PDM15;03/01/2023;19:45:00;0.0216000003814697;Pressione a valle
PDM16;03/01/2023;19:45:00;0.0217000007629395;Pressione a valle
PDM17;03/01/2023;19:45:00;0.0217000007629395;Pressione a valle
PDM18;03/01/2023;19:45:00;0.0211000003814697;Pressione a valle
PDM19;03/01/2023;19:45:00;0.0335999984741211;Pressione a valle
PDM20;03/01/2023;19:45:00;0.0357999992370605;Pressione a valle
PDM21;03/01/2023;19:45:00;0.0362000007629395;Pressione a valle
PDM22;03/01/2023;19:45:00;0.0372999992370605;Pressione a valle
PDM23;03/01/2023;19:45:00;0.0370999984741211;Pressione a valle
PDM24;03/01/2023;19:45:00;0.0342999992370605;Pressione a valle
PDM25;03/01/2023;19:45:00;0.0349000015258789;Pressione a valle
PDM26;03/01/2023;19:45:00;0.0221000003814697;Pressione a valle
PDM27;03/01/2023;19:45:00;0.0227000007629395;Pressione a valle
PDM1;03/01/2023;19:45:00;282.524993896484;Temperatura Ambiente
PDM2;03/01/2023;19:45:00;282.434993743896;Temperatura Ambiente
PDM3;03/01/2023;19:45:00;283.119994163513;Temperatura Ambiente
PDM4;03/01/2023;19:45:00;282.939993858337;Temperatura Ambiente
PDM5;03/01/2023;19:45:00;283.619994163513;Temperatura Ambiente
PDM6;03/01/2023;19:45:00;282.999994277954;Temperatura Ambiente
PDM7;03/01/2023;19:45:00;283.029994010925;Temperatura Ambiente
PDM8;03/01/2023;19:45:00;282.874994277954;Temperatura Ambiente
PDM9;03/01/2023;19:45:00;283.879993438721;Temperatura Ambiente
PDM10;03/01/2023;19:45:00;282.95499420166;Temperatura Ambiente
PDM11;03/01/2023;19:45:00;283.214993476868;Temperatura Ambiente
PDM12;03/01/2023;19:45:00;283.334994316101;Temperatura Ambiente
PDM13;03/01/2023;19:45:00;282.904994010925;Temperatura Ambiente
PDM14;03/01/2023;19:45:00;282.844993591309;Temperatura Ambiente
PDM15;03/01/2023;19:45:00;283.07999420166;Temperatura Ambiente
PDM16;03/01/2023;19:45:00;283.019993782043;Temperatura Ambiente
PDM17;03/01/2023;19:45:00;288.589993476868;Temperatura Ambiente
PDM18;03/01/2023;19:45:00;284.699994087219;Temperatura Ambiente
PDM19;03/01/2023;19:45:00;288.07999420166;Temperatura Ambiente
PDM20;03/01/2023;19:45:00;286.889993667603;Temperatura Ambiente
PDM21;03/01/2023;19:45:00;280.829993724823;Temperatura Ambiente
PDM22;03/01/2023;19:45:00;286.57999420166;Temperatura Ambiente
PDM23;03/01/2023;19:45:00;285.34999370575;Temperatura Ambiente
PDM24;03/01/2023;19:45:00;281.889993667603;Temperatura Ambiente
PDM25;03/01/2023;19:45:00;286.029994010925;Temperatura Ambiente
PDM26;03/01/2023;19:45:00;285.909994125366;Temperatura Ambiente
PDM27;03/01/2023;19:45:00;285.22999382019;Temperatura Ambiente
PDM1;03/01/2023;20:00:00;0.0216000003814697;Pressione a valle
PDM2;03/01/2023;20:00:00;0.0228999996185303;Pressione a valle
PDM3;03/01/2023;20:00:00;0.0231000003814697;Pressione a valle
PDM4;03/01/2023;20:00:00;0.0232999992370605;Pressione a valle
PDM5;03/01/2023;20:00:00;0.0217000007629395;Pressione a valle
PDM6;03/01/2023;20:00:00;0.0222999992370605;Pressione a valle
PDM7;03/01/2023;20:00:00;0.0205;Pressione a valle
PDM8;03/01/2023;20:00:00;0.0216000003814697;Pressione a valle
PDM9;03/01/2023;20:00:00;0.0217000007629395;Pressione a valle
PDM10;03/01/2023;20:00:00;0.0217000007629395;Pressione a valle
PDM11;03/01/2023;20:00:00;0.0205;Pressione a valle
PDM12;03/01/2023;20:00:00;0.0225;Pressione a valle
PDM13;03/01/2023;20:00:00;0.0225;Pressione a valle
PDM14;03/01/2023;20:00:00;0.0364000015258789;Pressione a valle
PDM15;03/01/2023;20:00:00;0.0216000003814697;Pressione a valle
PDM16;03/01/2023;20:00:00;0.022;Pressione a valle
PDM17;03/01/2023;20:00:00;0.0216000003814697;Pressione a valle
PDM18;03/01/2023;20:00:00;0.0217000007629395;Pressione a valle
PDM19;03/01/2023;20:00:00;0.0335;Pressione a valle
PDM20;03/01/2023;20:00:00;0.0357000007629395;Pressione a valle
PDM21;03/01/2023;20:00:00;0.0364000015258789;Pressione a valle
PDM22;03/01/2023;20:00:00;0.037;Pressione a valle
PDM23;03/01/2023;20:00:00;0.0367000007629395;Pressione a valle
PDM24;03/01/2023;20:00:00;0.035;Pressione a valle
PDM25;03/01/2023;20:00:00;0.0347999992370605;Pressione a valle
PDM26;03/01/2023;20:00:00;0.0221000003814697;Pressione a valle
PDM27;03/01/2023;20:00:00;0.0227999992370605;Pressione a valle
PDM1;03/01/2023;20:00:00;282.399993896484;Temperatura Ambiente
PDM2;03/01/2023;20:00:00;282.359993934631;Temperatura Ambiente
PDM3;03/01/2023;20:00:00;283.09999370575;Temperatura Ambiente
PDM4;03/01/2023;20:00:00;282.899993896484;Temperatura Ambiente
PDM5;03/01/2023;20:00:00;283.569993972778;Temperatura Ambiente
PDM6;03/01/2023;20:00:00;282.879993438721;Temperatura Ambiente
PDM7;03/01/2023;20:00:00;282.959994316101;Temperatura Ambiente
PDM8;03/01/2023;20:00:00;282.749994277954;Temperatura Ambiente
PDM9;03/01/2023;20:00:00;283.839993476868;Temperatura Ambiente
PDM10;03/01/2023;20:00:00;282.82999420166;Temperatura Ambiente
PDM11;03/01/2023;20:00:00;283.119994163513;Temperatura Ambiente
PDM12;03/01/2023;20:00:00;283.259993553162;Temperatura Ambiente
PDM13;03/01/2023;20:00:00;282.809993743896;Temperatura Ambiente
PDM14;03/01/2023;20:00:00;282.769993782043;Temperatura Ambiente
PDM15;03/01/2023;20:00:00;282.959994316101;Temperatura Ambiente
PDM16;03/01/2023;20:00:00;282.919994354248;Temperatura Ambiente
PDM17;03/01/2023;20:00:00;288.489994049072;Temperatura Ambiente
PDM18;03/01/2023;20:00:00;284.57999420166;Temperatura Ambiente
PDM19;03/01/2023;20:00:00;288.019993782043;Temperatura Ambiente
PDM20;03/01/2023;20:00:00;286.809993743896;Temperatura Ambiente
PDM21;03/01/2023;20:00:00;280.699994087219;Temperatura Ambiente
PDM22;03/01/2023;20:00:00;286.459994316101;Temperatura Ambiente
PDM23;03/01/2023;20:00:00;285.269993782043;Temperatura Ambiente
PDM24;03/01/2023;20:00:00;281.299993515015;Temperatura Ambiente
PDM25;03/01/2023;20:00:00;285.929993629456;Temperatura Ambiente
PDM26;03/01/2023;20:00:00;285.82999420166;Temperatura Ambiente
PDM27;03/01/2023;20:00:00;285.129993438721;Temperatura Ambiente
PDM1;03/01/2023;20:15:00;0.0217999992370605;Pressione a valle
PDM2;03/01/2023;20:15:00;0.023;Pressione a valle
PDM3;03/01/2023;20:15:00;0.0231499996185303;Pressione a valle
PDM4;03/01/2023;20:15:00;0.0233500003814697;Pressione a valle
PDM5;03/01/2023;20:15:00;0.0220499992370605;Pressione a valle
PDM6;03/01/2023;20:15:00;0.0223999996185303;Pressione a valle
PDM7;03/01/2023;20:15:00;0.02125;Pressione a valle
PDM8;03/01/2023;20:15:00;0.0218999996185303;Pressione a valle
PDM9;03/01/2023;20:15:00;0.0218500003814697;Pressione a valle
PDM10;03/01/2023;20:15:00;0.022;Pressione a valle
PDM11;03/01/2023;20:15:00;0.0205;Pressione a valle
PDM12;03/01/2023;20:15:00;0.02275;Pressione a valle
PDM13;03/01/2023;20:15:00;0.0225499992370605;Pressione a valle
PDM14;03/01/2023;20:15:00;0.0366500015258789;Pressione a valle
PDM15;03/01/2023;20:15:00;0.0217999992370605;Pressione a valle
PDM16;03/01/2023;20:15:00;0.0217000007629395;Pressione a valle
PDM17;03/01/2023;20:15:00;0.0216000003814697;Pressione a valle
PDM18;03/01/2023;20:15:00;0.0216000003814697;Pressione a valle
PDM19;03/01/2023;20:15:00;0.0335;Pressione a valle
PDM20;03/01/2023;20:15:00;0.0362000007629395;Pressione a valle
PDM21;03/01/2023;20:15:00;0.0365;Pressione a valle
PDM22;03/01/2023;20:15:00;0.0372999992370605;Pressione a valle
PDM23;03/01/2023;20:15:00;0.0372000007629395;Pressione a valle
PDM24;03/01/2023;20:15:00;0.0347999992370605;Pressione a valle
PDM25;03/01/2023;20:15:00;0.035;Pressione a valle
PDM26;03/01/2023;20:15:00;0.0221000003814697;Pressione a valle
PDM27;03/01/2023;20:15:00;0.0227999992370605;Pressione a valle
PDM1;03/01/2023;20:15:00;282.22999382019;Temperatura Ambiente
PDM2;03/01/2023;20:15:00;282.369994163513;Temperatura Ambiente
PDM3;03/01/2023;20:15:00;283.039994239807;Temperatura Ambiente
PDM4;03/01/2023;20:15:00;282.85499382019;Temperatura Ambiente
PDM5;03/01/2023;20:15:00;283.439993858337;Temperatura Ambiente
PDM6;03/01/2023;20:15:00;282.749994277954;Temperatura Ambiente
